Catagory_Name,productName,productPrice,productSize,productType,productURL,imageUrl,prodId,skuId
NYX Professional Makeup,Color Correcting Concealer Pallete,$10.99,0.05 oz ,Concealers,https://www.walgreens.com/store/c/nyx-professional-makeup-color-correcting-concealer-pallete/ID=prod6325835-product,https://pics.drugstore.com/prodimg/573595/155.jpg,prod6325835,sku6287679
Kiss,Ever EZ Lashes Strip Lash Adhesive Clear,$2.99,0.21 fl oz ,False Eyelashes,https://www.walgreens.com/store/c/kiss-ever-ez-lashes-strip-lash-adhesive/ID=prod6057655-product,https://pics.drugstore.com/prodimg/413824/155.jpg,prod6057655,sku6053569
NYX Professional Makeup,Micro Brow Pencil Brunette,$9.99,0 oz ,Eyebrow Makeup,https://www.walgreens.com/store/c/nyx-professional-makeup-micro-brow-pencil/ID=400388792-product?skuId=sku6285710,https://pics.drugstore.com/prodimg/591491/155.jpg,400388792,sku6285710
Ardell,Magnetic Liner & Lash Kit Wispies Black,$14.99,1 ea ,False Eyelashes,https://www.walgreens.com/store/c/ardell-magnetic-liner-%26-lash-kit-wispies/ID=300397560-product,https://pics.drugstore.com/prodimg/618621/155.jpg,300397560,400618621
Ardell,Magnetic Lashes Double Demi Wispies,$8.99,4 ea ,False Eyelashes,https://www.walgreens.com/store/c/ardell-magnetic-lashes-double-demi-wispies/ID=prod6375063-product,https://pics.drugstore.com/prodimg/605120/155.jpg,prod6375063,sku6313989
Ardell,Magnetic Lashes Double 110,$8.99,4 ea ,False Eyelashes,https://www.walgreens.com/store/c/ardell-magnetic-lashes-double-110/ID=prod6375074-product,https://pics.drugstore.com/prodimg/605119/155.jpg,prod6375074,sku6314000
NYX Professional Makeup,Matte Liquid Liner Black,$6.99,0.01 oz ,Eyeliner,https://www.walgreens.com/store/c/nyx-professional-makeup-matte-liquid-liner/ID=prod6346629-product,https://pics.drugstore.com/prodimg/591490/155.jpg,prod6346629,sku6287671
Maybelline,Instant Age Rewind Eraser Dark Circles Treatment Concealer Sand,$8.49,0.2 fl oz ,Concealers,https://www.walgreens.com/store/c/maybelline-instant-age-rewind-eraser-dark-circles-treatment-concealer/ID=300397474-product?skuId=sku6317005,https://pics.drugstore.com/prodimg/606044/155.jpg,300397474,sku6317005
Ardell,Wispies Lashes Multipack,$9.89,10 ea ,False Eyelashes,https://www.walgreens.com/store/c/ardell-wispies-lashes-multipack/ID=prod6371503-product,https://pics.drugstore.com/prodimg/605121/155.jpg,prod6371503,sku6312005
Rimmel,Waterproof Eyeliner Black,$4.29,0.04 oz ,Eyeliner,https://www.walgreens.com/store/c/rimmel-scandal-eyes-waterproof-eyeliner/ID=prod6408957-product?skuId=sku6156588,https://pics.drugstore.com/prodimg/473230/155.jpg,prod6408957,sku6156588
Ardell,Magnetic Accents 001,$8.99,4 ea ,False Eyelashes,https://www.walgreens.com/store/c/ardell-magnetic-accents-001/ID=prod6375298-product,https://pics.drugstore.com/prodimg/605118/155.jpg,prod6375298,sku6314224
Q-tips,Cotton Swabs,$4.99,625 ea ,Cotton Swabs,https://www.walgreens.com/store/c/q-tips-cotton-swabs/ID=prod374383-product,https://pics.drugstore.com/prodimg/414027/155.jpg,prod374383,sku374384
Ardell,Magnetic Liner & Lash Kit Accent 002 Black,$14.99,1 ea ,False Eyelashes,https://www.walgreens.com/store/c/ardell-magnetic-liner-%26-lash-kit-accent-002/ID=300397561-product,https://pics.drugstore.com/prodimg/618622/155.jpg,300397561,400618622
No7,Stay Perfect Long Wear Tubular Mascara Black,$8.99,0.2 Fl Oz ,Mascara,https://www.walgreens.com/store/c/no7-stay-perfect-long-wear-tubular-mascara/ID=prod6396088-product,https://pics.drugstore.com/prodimg/610898/155.jpg,prod6396088,sku6325364
e.l.f.,Instant Lift Brow Pencil Taupe,$3.00,0.01 oz ,Eyebrow Makeup,https://www.walgreens.com/store/c/e.l.f.-instant-lift-brow-pencil/ID=prod6345246-product,https://pics.drugstore.com/prodimg/592075/155.jpg,prod6345246,sku6284794
L'Oreal Paris,Lash Paradise Mascara Black Brown,$10.99,0.28 oz ,Mascara,https://www.walgreens.com/store/c/l'oreal-paris-voluminous-lash-paradise-mascara/ID=prod6361452-product,https://pics.drugstore.com/prodimg/598143/155.jpg,prod6361452,sku6291419
NYX Professional Makeup,Control Freak Clear Eyebrow Gel,$5.99,0.3 oz ,Eyebrow Makeup,https://www.walgreens.com/store/c/nyx-professional-makeup-control-freak-clear-eyebrow-gel/ID=prod6346351-product,https://pics.drugstore.com/prodimg/591257/155.jpg,prod6346351,sku6287681
NYX Professional Makeup,Ultimate Shadow Palette Warm Neutrals,$17.99,0.02 oz ,Eyeshadow,https://www.walgreens.com/store/c/nyx-professional-makeup-ultimate-shadow-palette/ID=prod6394239-product,https://pics.drugstore.com/prodimg/611577/155.jpg,prod6394239,sku6324379
Maybelline,The Nudes Eyeshadow Palette Nudes,$11.49,0.34 oz ,Eyeshadow,https://www.walgreens.com/store/c/maybelline-the-nudes-eyeshadow-palette/ID=prod6257305-product,https://pics.drugstore.com/prodimg/528577/155.jpg,prod6257305,sku6219912
NYX Professional Makeup,Vivid Bright Eyeliner Blossom,$5.99,0.06 oz ,Eyeliner,https://www.walgreens.com/store/c/nyx-professional-makeup-vivid-bright-eyeliner/ID=prod6350615-product?skuId=sku6285847,https://pics.drugstore.com/prodimg/591539/155.jpg,prod6350615,sku6285847
L'Oreal Paris,Lash Paradise Mascara Blackest Black,$10.99,0.28 fl oz ,Mascara,https://www.walgreens.com/store/c/l'oreal-paris-voluminous-lash-paradise-mascara/ID=300403960-product?skuId=sku6291423,https://pics.drugstore.com/prodimg/598154/155.jpg,300403960,sku6291423
Maybelline,Brow Extensions Fiber Pomade Crayon Eyebrow Makeup Deep Brown,$9.99,0.01 fl oz ,Eyebrow Makeup,https://www.walgreens.com/store/c/maybelline-brow-extensions-fiber-pomade-crayon-eyebrow-makeup/ID=300401861-product?skuId=400623405,https://pics.drugstore.com/prodimg/623405/155.jpg,300401861,400623405
Ardell,Magnetic Lashes Wispies,$8.99,1 ea ,False Eyelashes,https://www.walgreens.com/store/c/ardell-magnetic-lashes-wispies/ID=prod6394113-product,https://pics.drugstore.com/prodimg/611342/155.jpg,prod6394113,sku6324253
No7,Stay Perfect Eye Shadow Palette Nude,$10.49,0.32 oz ,Eyeshadow,https://www.walgreens.com/store/c/no7-stay-perfect-eye-shadow-palette/ID=300388483-product?skuId=sku6292718,https://pics.drugstore.com/prodimg/598838/155.jpg,300388483,sku6292718
NYX Professional Makeup,Retractable Eye Liner Aqua Green,$5.50,0.01 oz ,Eyeliner,https://www.walgreens.com/store/c/nyx-professional-makeup-retractable-eye-liner/ID=prod6397452-product?skuId=sku6203775,https://pics.drugstore.com/prodimg/595347/155.jpg,prod6397452,sku6203775
Wet n Wild,Color Icon Kohl Liner Pencil Baby's Got Black,$1.19,0.04 oz ,Eyeliner,https://www.walgreens.com/store/c/wet-n-wild-color-icon-kohl-liner-pencil/ID=prod6396752-product?skuId=sku6221067,https://pics.drugstore.com/prodimg/542563/155.jpg,prod6396752,sku6221067
Maybelline,Lash Sensational Washable Mascara Blackest Black,$9.99,0.32 fl oz ,Mascara,https://www.walgreens.com/store/c/maybelline-lash-sensational-washable-mascara/ID=300388557-product?skuId=sku6227974,https://pics.drugstore.com/prodimg/544479/155.jpg,300388557,sku6227974
NYX Professional Makeup,Eyebrow Gel Espresso,$6.00,0.34 oz ,Eyebrow Makeup,https://www.walgreens.com/store/c/nyx-professional-makeup-eyebrow-gel/ID=prod6346339-product?skuId=sku6287648,https://pics.drugstore.com/prodimg/591285/155.jpg,prod6346339,sku6287648
Revlon,ColorStay Eyeliner Pencil Black 201,$5.99,0.01 oz ,Eyeliner,https://www.walgreens.com/store/c/revlon-colorstay-eyeliner-pencil/ID=prod6399705-product?skuId=sku399754,https://pics.drugstore.com/prodimg/36357/155.jpg,prod6399705,sku399754
NYX Professional Makeup,Fill & Fluff Eyebrow Pomade Pencil Blonde,$11.00,0.01 oz ,Eyebrow Makeup,https://www.walgreens.com/store/c/nyx-professional-makeup-fill-%26-fluff-eyebrow-pomade-pencil/ID=300397108-product?skuId=400618225,https://pics.drugstore.com/prodimg/618225/155.jpg,300397108,400618225
Rimmel,Rimmel Extra Super Lash Value Pack Black Black,$4.79,1 oz ,Mascara,https://www.walgreens.com/store/c/rimmel-rimmel-extra-super-lash-value-pack/ID=prod6268654-product,https://pics.drugstore.com/prodimg/582665/155.jpg,prod6268654,sku6228251
Kiss,Ever-EZ Lashes Trio Lash Set,$5.99,30 ea ,False Eyelashes,https://www.walgreens.com/store/c/kiss-ever-ez-lashes-trio-lash-set/ID=prod6240305-product,https://pics.drugstore.com/prodimg/512701/155.jpg,prod6240305,sku6197548
No7,Lash Extender Black,$8.99,0.23 fl oz ,Mascara,https://www.walgreens.com/store/c/no7-lash-extender/ID=prod6392355-product,https://pics.drugstore.com/prodimg/610932/155.jpg,prod6392355,sku6323059
Milani,Supreme Kohl Kajal Eyeliner Pencil Blackest Black,$5.99,0.01 oz ,Eyeliner,https://www.walgreens.com/store/c/milani-supreme-kohl-kajal-eyeliner-pencil/ID=prod6268892-product,https://pics.drugstore.com/prodimg/547941/155.jpg,prod6268892,sku6228489
Kiss,Lash Couture 01,$5.99,1 ea ,False Eyelashes,https://www.walgreens.com/store/c/kiss-lash-couture/ID=300400929-product?skuId=sku6285177,https://pics.drugstore.com/prodimg/594852/155.jpg,300400929,sku6285177
Maybelline,Waterproof Eyeliner Pencil Makeup Deep Onyx,$7.99,0.04 oz ,Eyeliner,https://www.walgreens.com/store/c/maybelline-tattoostudio-waterproof-eyeliner-pencil-makeup/ID=prod6395932-product?skuId=sku6325284,https://pics.drugstore.com/prodimg/610993/155.jpg,prod6395932,sku6325284
Ardell,Demi Wispies Lashes Black,$2.49,1 pr ,False Eyelashes,https://www.walgreens.com/store/c/ardell-demi-wispies-lashes/ID=prod6325551-product,https://pics.drugstore.com/prodimg/573271/155.jpg,prod6325551,sku6273660
Physicians Formula,Eyeshadow Bouquet Rose All Play,$17.99,1 ea ,Eyeshadow,https://www.walgreens.com/store/c/physicians-formula-eyeshadow-bouquet/ID=300398218-product,https://pics.drugstore.com/prodimg/619344/155.jpg,300398218,400619344
NYX Professional Makeup,Jumbo Eye Pencil All-in-One Eyeshadow & Eyeliner Stick Milk,$4.50,0.18 oz ,Eyeliner,https://www.walgreens.com/store/c/nyx-professional-makeup-jumbo-eye-pencil-all-in-one-eyeshadow-%26-eyeliner-stick/ID=300418486-product?skuId=sku6287795,https://pics.drugstore.com/prodimg/529445/155.jpg,300418486,sku6287795
Duo,Brush on Striplash Adhesive White/ Clear,$6.49,0.18 oz ,False Eyelashes,https://www.walgreens.com/store/c/duo-brush-on-striplash-adhesive/ID=prod6192623-product,https://pics.drugstore.com/prodimg/469082/155.jpg,prod6192623,sku6170037
Revlon,ColorStay Creme Eye Shadow Cherry Blossom,$6.99,0.16 oz ,Eyeshadow,https://www.walgreens.com/store/c/revlon-colorstay-creme-eye-shadow/ID=prod6406162-product?skuId=sku6283843,https://pics.drugstore.com/prodimg/592254/155.jpg,prod6406162,sku6283843
Maybelline,Eyeshadow Makeup Nude Glow,$3.99,0.08 oz ,Eyeshadow,https://www.walgreens.com/store/c/maybelline-expertwear-eyeshadow-makeup/ID=prod6405353-product?skuId=sku6285085,https://pics.drugstore.com/prodimg/593026/155.jpg,prod6405353,sku6285085
No7,Stay Perfect Amazing Eyes Pencil Black,$8.99,0.04 oz ,Eyeliner,https://www.walgreens.com/store/c/no7-stay-perfect-amazing-eyes-pencil/ID=300388392-product?skuId=sku6272098,https://pics.drugstore.com/prodimg/571634/155.jpg,300388392,sku6272098
Rimmel,Serum Clear,$7.99,0.37 fl oz. ,Eyelash Enhancers,https://www.walgreens.com/store/c/rimmel-lash-accelerator-serum/ID=prod6069891-product,https://pics.drugstore.com/prodimg/398419/155.jpg,prod6069891,sku6063851
L'Oreal Paris,Lash Paradise Waterproof Mascara 203 Black,$10.99,0.25 oz ,Mascara,https://www.walgreens.com/store/c/l'oreal-paris-voluminous-lash-paradise-waterproof-mascara/ID=prod6407069-product?skuId=sku6291457,https://pics.drugstore.com/prodimg/598142/155.jpg,prod6407069,sku6291457
Kiss,Looks So Natural Lashes Shy,$10.49,5 ea ,False Eyelashes,https://www.walgreens.com/store/c/kiss-looks-so-natural-lashes/ID=300400931-product?skuId=sku6285169,https://pics.drugstore.com/prodimg/594859/155.jpg,300400931,sku6285169
NYX Professional Makeup,Tinted Brow Mascara Black,$6.99,0.22 oz ,Eyebrow Makeup,https://www.walgreens.com/store/c/nyx-professional-makeup-tinted-brow-mascara/ID=prod6398803-product?skuId=sku6287612,https://pics.drugstore.com/prodimg/591533/155.jpg,prod6398803,sku6287612
Maybelline,Mascara Clear,$7.79,0.44 fl oz ,Mascara,https://www.walgreens.com/store/c/maybelline-great-lash-mascara/ID=prod1544156-product,https://pics.drugstore.com/prodimg/149112/155.jpg,prod1544156,sku1544145
No7,Dark Circle Corrector Light/ Medium,$27.99,0.5 fl oz ,Eye Creams & Gels,https://www.walgreens.com/store/c/no7-dark-circle-corrector/ID=300398674-product?skuId=400619916,https://pics.drugstore.com/prodimg/619916/155.jpg,300398674,400619916
Eylure,C-Lash Naturals Replacement Lashes,$7.99,1 pr ,False Eyelashes,https://www.walgreens.com/store/c/eylure-c-lash-naturals-replacement-lashes/ID=300397549-product,https://pics.drugstore.com/prodimg/618610/155.jpg,300397549,400618610
Physicians Formula,Butter Eyeshadow Palette Tropical Days,$17.49,1 ea ,Eyeshadow,https://www.walgreens.com/store/c/physicians-formula-butter-eyeshadow-palette/ID=prod6396139-product,https://pics.drugstore.com/prodimg/610899/155.jpg,prod6396139,sku6325415
Physicians Formula,Eye Booster Lash 2-in-1 Boosting Eyeliner & Serum Ultra Black,$11.49,1 ea ,Eyeliner,https://www.walgreens.com/store/c/physicians-formula-eye-booster-lash-2-in-1-boosting-eyeliner-%26-serum/ID=prod6375273-product,https://pics.drugstore.com/prodimg/605666/155.jpg,prod6375273,sku6314199
Milani,Stay Put Brow Color Soft Brown,$6.49,0.09 oz ,Eyebrow Makeup,https://www.walgreens.com/store/c/milani-stay-put-brow-color/ID=prod6407206-product?skuId=sku6253085,https://pics.drugstore.com/prodimg/560367/155.jpg,prod6407206,sku6253085
Wet n Wild,Color Icon Eyeshadow Singles Sugar,$1.19,1 ea ,Eyeshadow,https://www.walgreens.com/store/c/wet-n-wild-color-icon-eyeshadow-singles/ID=prod6375178-product?skuId=sku6314104,https://pics.drugstore.com/prodimg/605745/155.jpg,prod6375178,sku6314104
L'Oreal Paris,Never Fail Eyeliner Black 511,$9.99,0.08 oz ,Eyeliner,https://www.walgreens.com/store/c/l'oreal-paris-infallible-never-fail-eyeliner/ID=300388597-product?skuId=sku4157516,https://pics.drugstore.com/prodimg/195614/155.jpg,300388597,sku4157516
No7,Lash Impact Ultra Volumizing Mascara Black,$8.99,0.2 Fl Oz ,Mascara,https://www.walgreens.com/store/c/no7-lash-impact-ultra-volumizing-mascara/ID=prod6392364-product,https://pics.drugstore.com/prodimg/611370/155.jpg,prod6392364,sku6323068
CoverGirl,Eye Enhancers 1-Kit Eye Shadow Bedazzled Biscotti 670,$2.49,0.09 oz ,Eyeshadow,https://www.walgreens.com/store/c/covergirl-eye-enhancers-1-kit-eye-shadow/ID=300388647-product?skuId=sku387230,https://pics.drugstore.com/prodimg/159495/155.jpg,300388647,sku387230
NYX Professional Makeup,White Liquid Liner,$5.99,0.06 oz ,Eyeliner,https://www.walgreens.com/store/c/nyx-professional-makeup-white-liquid-liner/ID=prod6346633-product,https://pics.drugstore.com/prodimg/591548/155.jpg,prod6346633,sku6287606
Duo,Eyelash Adhesive Clear-White,$6.49,0.25 oz ,Eyelash Adhesive,https://www.walgreens.com/store/c/duo-eyelash-adhesive/ID=prod13124-product,https://pics.drugstore.com/prodimg/87517/155.jpg,prod13124,sku313124
Physicians Formula,Butter Eyeshadow Palette Sultry Nights,$17.49,1 ea ,Eyeshadow,https://www.walgreens.com/store/c/physicians-formula-butter-eyeshadow-palette/ID=prod6396141-product,https://pics.drugstore.com/prodimg/610371/155.jpg,prod6396141,sku6325417
L'Oreal Paris,Primer Mascara,$8.99,0.24 oz ,Mascara,https://www.walgreens.com/store/c/l'oreal-paris-voluminous-primer-mascara/ID=prod6332277-product,https://pics.drugstore.com/prodimg/580227/155.jpg,prod6332277,sku6277821
Maybelline,Brow Tint Pen Makeup 350 Blonde,$9.99,0.04 fl oz ,Eyebrow Makeup,https://www.walgreens.com/store/c/maybelline-tattoostudio-brow-tint-pen-makeup/ID=300390210-product?skuId=sku6316960,https://pics.drugstore.com/prodimg/606127/155.jpg,300390210,sku6316960
Maybelline,Brow Define + Fill Duo Soft Brown,$8.29,0.02 oz ,Eyebrow Makeup,https://www.walgreens.com/store/c/maybelline-brow-define---fill-duo/ID=prod6406101-product?skuId=sku6238872,https://pics.drugstore.com/prodimg/558363/155.jpg,prod6406101,sku6238872
L'Oreal Paris,Original Washable Bold Eye Mascara Black,$8.99,0.28 fl oz ,Mascara,https://www.walgreens.com/store/c/l'oreal-paris-voluminous-original-washable-bold-eye-mascara/ID=prod6399707-product?skuId=sku312948,https://pics.drugstore.com/prodimg/35960/155.jpg,prod6399707,sku312948
Eylure,Jasmine Brown Lashes Jaybee,$8.99,2 ea ,False Eyelashes,https://www.walgreens.com/store/c/eylure-jasmine-brown-lashes-jaybee/ID=prod6394116-product,https://pics.drugstore.com/prodimg/610889/155.jpg,prod6394116,sku6324256
RapidLash,Eyelash Enhancing Serum,$49.99,0.1 fl oz ,Eyelash Enhancers,https://www.walgreens.com/store/c/rapidlash-eyelash-enhancing-serum/ID=prod6010954-product,https://pics.drugstore.com/prodimg/210518/155.jpg,prod6010954,sku6286453
L'Oreal Paris,Unlimited Lash Lifting and Lengthening Washable Mascara Blackest Black,$12.99,0.24 fl oz ,Mascara,https://www.walgreens.com/store/c/l'oreal-paris-unlimited-lash-lifting-and-lengthening-washable-mascara/ID=prod6392944-product,https://pics.drugstore.com/prodimg/610198/155.jpg,prod6392944,sku6323412
L'Oreal Paris,Original Mascara Carbon Black 935,$12.99,1 ea ,Mascara,https://www.walgreens.com/store/c/l'oreal-paris-telescopic-original-mascara/ID=prod3592415-product,https://pics.drugstore.com/prodimg/187344/155.jpg,prod3592415,sku3591258
Maybelline,Waterproof Mascara Very Black,$9.99,1 ea ,Mascara,https://www.walgreens.com/store/c/maybelline-full-'n-soft-waterproof-mascara/ID=prod12664-product,https://pics.drugstore.com/prodimg/54192/155.jpg,prod12664,sku312676
Maybelline,TattooStudio Waterproof Eyebrow Gel Soft Brown,$12.99,0.23 oz ,Eyebrow Makeup,https://www.walgreens.com/store/c/maybelline-tattoostudio-waterproof-eyebrow-gel/ID=prod6370988-product?skuId=sku6311735,https://pics.drugstore.com/prodimg/604042/155.jpg,prod6370988,sku6311735
Maybelline,Twin Brow & Eye Pencils Dark Brown,$4.49,1 pr ,Eyebrow Makeup,https://www.walgreens.com/store/c/maybelline-expertwear-twin-brow-%26-eye-pencils/ID=300388413-product?skuId=sku312875,https://pics.drugstore.com/prodimg/10983/155.jpg,300388413,sku312875
Ardell,Double Up Lashes 207 Black,$3.89,1 pr ,False Eyelashes,https://www.walgreens.com/store/c/ardell-double-up-lashes/ID=prod6345941-product,https://pics.drugstore.com/prodimg/599775/155.jpg,prod6345941,sku6285245
L'Oreal Paris,Definer Mechanical Pencil Blonde,$9.99,0.01 oz ,Eyebrow Makeup,https://www.walgreens.com/store/c/l'oreal-paris-brow-stylist-definer-mechanical-pencil/ID=300388566-product?skuId=sku6255211,https://pics.drugstore.com/prodimg/569440/155.jpg,300388566,sku6255211
Honest,Extreme Length Mascara + Lash Primer,$16.99,0.27 oz ,Mascara,https://www.walgreens.com/store/c/honest-beauty-extreme-length-mascara---lash-primer/ID=prod6092404-product,https://pics.drugstore.com/prodimg/614603/155.jpg,prod6092404,sku6083244
Wet n Wild,10-Pan Eyeshadow Palette Nude Awakening,$5.99,1 ea ,Eyeshadow,https://www.walgreens.com/store/c/wet-n-wild-color-icon-collection-10-pan-eyeshadow-palette/ID=prod6372217-product,https://pics.drugstore.com/prodimg/605685/155.jpg,prod6372217,sku6312439
Rimmel,Eyebrow Pencil Dark Brown 001,$4.79,1 ea ,Eyebrow Makeup,https://www.walgreens.com/store/c/rimmel-professional-eyebrow-pencil/ID=300388676-product?skuId=sku3228176,https://pics.drugstore.com/prodimg/345776/155.jpg,300388676,sku3228176
Maybelline,Expert Wear Eyeshadow Quads Chai Latte,$6.79,0.17 oz ,Eyeshadow,https://www.walgreens.com/store/c/maybelline-expert-wear-eyeshadow-quads/ID=300388449-product?skuId=sku6198044,https://pics.drugstore.com/prodimg/513223/155.jpg,300388449,sku6198044
Revlon,ColorStay Brow Pencil Auburn,$7.69,0.01 oz ,Eyebrow Makeup,https://www.walgreens.com/store/c/revlon-colorstay-brow-pencil/ID=300388578-product?skuId=sku6283839,https://pics.drugstore.com/prodimg/592249/155.jpg,300388578,sku6283839
e.l.f.,Shape and Stay Wax Pencil Clear,$3.00,0.04 oz ,Eyebrow Makeup,https://www.walgreens.com/store/c/e.l.f.-shape-and-stay-wax-pencil/ID=prod6345242-product,https://pics.drugstore.com/prodimg/592076/155.jpg,prod6345242,sku6284790
Wet n Wild,Glitter Singles Nudecomer,$1.19,1 ea ,Eyeshadow,https://www.walgreens.com/store/c/wet-n-wild-color-icon-collection-glitter-singles/ID=prod6372209-product?skuId=sku6312431,https://pics.drugstore.com/prodimg/605739/155.jpg,prod6372209,sku6312431
L'Oreal Paris,Monos Eyeshadow Matte Chill,$5.99,0.12 oz ,Eyeshadow,https://www.walgreens.com/store/c/l'oreal-paris-colour-riche-monos-eyeshadow/ID=300388943-product?skuId=sku6291429,https://pics.drugstore.com/prodimg/598152/155.jpg,300388943,sku6291429
Ardell,DuraLash Naturals Flare Short Black,$2.49,1 set ,False Eyelashes,https://www.walgreens.com/store/c/ardell-duralash-naturals-flare-short/ID=prod6177007-product,https://pics.drugstore.com/prodimg/469078/155.jpg,prod6177007,sku6157154
Ardell,Double Up Double Wispies Lashes,$3.89,1 ea ,False Eyelashes,https://www.walgreens.com/store/c/ardell-double-up-double-wispies-lashes/ID=prod6345942-product,https://pics.drugstore.com/prodimg/599778/155.jpg,prod6345942,sku6285246
NYX Professional Makeup,Vinyl Liquid Liner Black,$5.99,0.06 oz ,Eyeliner,https://www.walgreens.com/store/c/nyx-professional-makeup-vinyl-liquid-liner/ID=prod6346631-product,https://pics.drugstore.com/prodimg/591538/155.jpg,prod6346631,sku6287603
Wet n Wild,UltimateBrow Universal Stencil Kit C985A,$4.99,1 ea ,Eyebrow Makeup,https://www.walgreens.com/store/c/wet-n-wild-ultimatebrow-universal-stencil-kit/ID=prod6307234-product,https://pics.drugstore.com/prodimg/570897/155.jpg,prod6307234,sku6259849
Maybelline,Total Temptation Eyebrow Definer Pencil Soft Brown,$7.99,5 oz ,Eyebrow Makeup,https://www.walgreens.com/store/c/maybelline-total-temptation-eyebrow-definer-pencil/ID=300394869-product?skuId=sku6311664,https://pics.drugstore.com/prodimg/604021/155.jpg,300394869,sku6311664
L'Oreal Paris,Definer Waterproof Eyebrow Mechanical Pencil Light Blonde,$9.99,0 oz ,Eyebrow Makeup,https://www.walgreens.com/store/c/l'oreal-paris-brow-stylist-definer-waterproof-eyebrow-mechanical-pencil/ID=400393820-product?skuId=400614954,https://pics.drugstore.com/prodimg/614954/155.jpg,400393820,400614954
Eylure,Faux Mink - Volume,$16.99,1 set ,False Eyelashes,https://www.walgreens.com/store/c/eylure-promagnetic-faux-mink---volume/ID=300396825-product,https://pics.drugstore.com/prodimg/617905/155.jpg,300396825,400617905
CoverGirl,truNaked Eye Shadow Nudes 805,$9.99,0.23 oz ,Eyeshadow,https://www.walgreens.com/store/c/covergirl-trunaked-eye-shadow/ID=prod6333001-product,https://pics.drugstore.com/prodimg/568672/155.jpg,prod6333001,sku6255903
No7,Stay Perfect Eye Shadow Trio Cool Nudes,$9.99,0.11 oz ,Eyeshadow,https://www.walgreens.com/store/c/no7-stay-perfect-eye-shadow-trio/ID=prod6396805-product?skuId=sku6292712,https://pics.drugstore.com/prodimg/598829/155.jpg,prod6396805,sku6292712
Maybelline,Eyeliner Onyx,$7.99,1 ea ,Eyeliner,https://www.walgreens.com/store/c/maybelline-unstoppable-eyeliner/ID=300388680-product?skuId=sku1355011,https://pics.drugstore.com/prodimg/193033/155.jpg,300388680,sku1355011
Duo,Quick-Set Striplash Adhesive Dark Tone,$6.99,0.18 oz ,Eyelash Adhesive,https://www.walgreens.com/store/c/duo-quick-set-striplash-adhesive/ID=prod6394128-product,https://pics.drugstore.com/prodimg/614730/155.jpg,prod6394128,sku6324268
L'Oreal Paris,Paradise Enchanted Eyeshadow Palette 150,$14.99,0.25 fl oz ,Eyeshadow,https://www.walgreens.com/store/c/l'oreal-paris-colour-riche-paradise-enchanted-eyeshadow-palette/ID=prod6380911-product,https://pics.drugstore.com/prodimg/605998/155.jpg,prod6380911,sku6316992
L'Oreal Paris,Original Mascara Black 905,$12.99,0.27 fl oz ,Mascara,https://www.walgreens.com/store/c/l'oreal-paris-telescopic-original-mascara/ID=300388614-product?skuId=sku3066845,https://pics.drugstore.com/prodimg/179657/155.jpg,300388614,sku3066845
NYX Professional Makeup,Tame & Frame Tinted Brow Pomade Blonde,$6.50,0.18 oz ,Eyebrow Makeup,https://www.walgreens.com/store/c/nyx-professional-makeup-tame-%26-frame-tinted-brow-pomade/ID=300388393-product?skuId=sku6287615,https://pics.drugstore.com/prodimg/573621/155.jpg,300388393,sku6287615
NYX Professional Makeup,Ultimate Shadow Palette Brights,$17.99,0.02 oz ,Eyeshadow,https://www.walgreens.com/store/c/nyx-professional-makeup-ultimate-shadow-palette/ID=prod6406469-product,https://pics.drugstore.com/prodimg/611578/155.jpg,prod6406469,sku6324352
Ardell,Demi Wispies Lashes Multipack,$9.89,1 EA ,False Eyelashes,https://www.walgreens.com/store/c/ardell-demi-wispies-lashes-multipack/ID=prod6371738-product,https://pics.drugstore.com/prodimg/605428/155.jpg,prod6371738,sku6312240
Maybelline,Washable Mascara Very Black,$7.79,0.43 fl oz ,Mascara,https://www.walgreens.com/store/c/maybelline-great-lash-washable-mascara/ID=300388512-product?skuId=sku312868,https://pics.drugstore.com/prodimg/10998/155.jpg,300388512,sku312868
L'Oreal Paris,Smoldering Eyeliner Black,$9.99,0.08 oz ,Eyeliner,https://www.walgreens.com/store/c/l'oreal-paris-voluminous-smoldering-eyeliner/ID=300388748-product,https://pics.drugstore.com/prodimg/389247/155.jpg,300388748,sku6088565
Wet n Wild,10-Pan Shadow V.I.Purple,$5.99,1 ea ,Eyeshadow,https://www.walgreens.com/store/c/wet-n-wild-color-icon-10-pan-shadow/ID=prod6396212-product?skuId=sku6325488,https://pics.drugstore.com/prodimg/610389/155.jpg,prod6396212,sku6325488
Rimmel,Eyebrow Definer Blonde,$5.09,0.01 oz ,Eyebrow Makeup,https://www.walgreens.com/store/c/rimmel-brow-this-way-eyebrow-definer/ID=prod6385902-product?skuId=sku6319450,https://pics.drugstore.com/prodimg/609533/155.jpg,prod6385902,sku6319450
Milani,Eyeshadow Primer Nude,$6.99,0.3 oz ,Eyeshadow Primer,https://www.walgreens.com/store/c/milani-eyeshadow-primer/ID=prod6178633-product,https://pics.drugstore.com/prodimg/493475/155.jpg,prod6178633,sku6158387
